,rank,name,year,rating,metascore,votes,revenue,genre,runtime,directors,actors,description
10055,56,Mamma Mia! Here We Go Again,2018,6.8,60.0,54161,120634935.0,"Comedy, Musical, Romance",114.0,Ol Parker,"Lily James, Amanda Seyfried, Meryl Streep, Cher","Five years after the events of Mamma Mia! (2008), Sophie prepares for the grand reopening of the Hotel Bella Donna as she learns more about her mother's past."
10056,57,Blockers,2018,6.2,69.0,53187,59839515.0,Comedy,102.0,Kay Cannon,"Leslie Mann, John Cena, Ike Barinholtz, Kathryn Newton",Three parents try to stop their daughters from losing their virginity on prom night.
10057,58,Enes Batur Hayal mi Gerçek mi?,2018,5.8,,51130,,Comedy,110.0,Kamil Cetin,"Enes Batur, Bilal Hanci, Atakan Özyurt, Fatih Yasin",Enes Batur has to decide between going to college or being a professional Youtuber.
10058,59,Widows,2018,7.0,84.0,50475,42402632.0,"Crime, Drama, Thriller",129.0,Steve McQueen,"Viola Davis, Michelle Rodriguez, Elizabeth Debicki","Set in contemporary Chicago, amid a time of turmoil, four women with nothing in common except a debt left behind by their dead husbands' criminal activities, take fate into their own hands, and conspire to forge a future on their own terms."
10059,60,Mortal Engines,2018,6.2,44.0,49457,15951040.0,"Action, Adventure, Fantasy",128.0,Christian Rivers,"Hera Hilmar, Robert Sheehan, Hugo Weaving, Jihae","In a post-apocalyptic world where cities ride on wheels and consume each other to survive, two people meet in London and try to stop a conspiracy."
10060,61,12 Strong,2018,6.6,54.0,47168,45495662.0,"Action, Drama, History",130.0,Nicolai Fuglsig,"Chris Hemsworth, Michael Shannon, Michael Peña, Navid Negahban","12 Strong tells the story of the first Special Forces team deployed to Afghanistan after 9/11; under the leadership of a new captain, the team must work with an Afghan warlord to take down the Taliban."
10061,62,Death Wish,2018,6.4,31.0,46446,34017028.0,"Action, Crime, Drama",107.0,Eli Roth,"Bruce Willis, Vincent D'Onofrio, Elisabeth Shue, Camila Morrone","Dr. Paul Kersey is an experienced trauma surgeon, a man who has spent his life saving lives. After an attack on his family, Paul embarks on his own mission for justice."
10062,63,Christopher Robin,2018,7.4,60.0,44705,99215042.0,"Animation, Adventure, Comedy",104.0,Marc Forster,"Ewan McGregor, Hayley Atwell, Bronte Carmichael, Mark Gatiss","A working-class family man, Christopher Robin, encounters his childhood friend Winnie-the-Pooh, who helps him to rediscover the joys of life."
10063,64,Vice,2018,7.2,61.0,44551,47731375.0,"Biography, Comedy, Drama",132.0,Adam McKay,"Christian Bale, Amy Adams, Steve Carell, Sam Rockwell","The story of Dick Cheney, an unassuming bureaucratic Washington insider, who quietly wielded immense power as Vice President to George W. Bush, reshaping the country and the globe in ways that we still feel today."
10064,65,Overlord,2018,6.8,60.0,43770,21704844.0,"Action, Adventure, Horror",110.0,Julius Avery,"Jovan Adepo, Wyatt Russell, Mathilde Ollivier, Pilou Asbæk",A small group of American soldiers find horror behind enemy lines on the eve of D-Day.
10065,66,Mile 22,2018,6.1,38.0,43071,36108758.0,"Action, Adventure, Thriller",94.0,Peter Berg,"Mark Wahlberg, Lauren Cohan, Iko Uwais, John Malkovich","An elite American intelligence officer, aided by a top-secret tactical command unit, tries to smuggle a mysterious police officer with sensitive information out of Indonesia."
10066,67,The Spy Who Dumped Me,2018,6.0,52.0,42500,33562069.0,"Action, Adventure, Comedy",117.0,Susanna Fogel,"Justin Theroux, Blanka Györfi-Tóth, Vilma Szécsi, Mila Kunis",Audrey and Morgan are best friends who unwittingly become entangled in an international conspiracy when one of the women discovers the boyfriend who dumped her was actually a spy.
10067,68,Johnny English Strikes Again,2018,6.2,39.0,41889,4280890.0,"Action, Adventure, Comedy",89.0,David Kerr,"Rowan Atkinson, Ben Miller, Olga Kurylenko, Emma Thompson","After a cyber-attack reveals the identity of all of the active undercover agents in Britain, Johnny English is forced to come out of retirement to find the mastermind hacker."
10068,69,Fifty Shades Freed,2018,4.5,31.0,41549,100407760.0,"Drama, Romance, Thriller",105.0,James Foley,"Dakota Johnson, Jamie Dornan, Eric Johnson, Eloise Mumford","Anastasia and Christian get married, but Jack Hyde continues to threaten their relationship."
10069,70,Outlaw King,2018,7.0,59.0,41425,,"Action, Biography, Drama",121.0,David Mackenzie,"Chris Pine, Stephen Dillane, Rebecca Robin, Billy Howle",A true David vs. Goliath story of how the 14th century Scottish 'Outlaw King' Robert the Bruce used cunning and bravery to defeat the much larger and better equipped occupying English army.
10070,71,Mowgli,2018,6.5,51.0,41298,,"Adventure, Drama, Fantasy",104.0,Andy Serkis,"Christian Bale, Cate Blanchett, Benedict Cumberbatch, Naomie Harris","A human child raised by wolves must face off against a menacing tiger named Shere Khan, as well as his own origins."
10071,72,The Kissing Booth,2018,6.2,,40222,,"Comedy, Romance",105.0,Vince Marcello,"Joey King, Jacob Elordi, Joel Courtney, Megan du Plessis",A high school student is forced to confront her secret crush at a kissing booth.
10072,73,Insidious: The Last Key,2018,5.7,49.0,39880,67347895.0,"Horror, Mystery, Thriller",103.0,Adam Robitel,"Lin Shaye, Leigh Whannell, Angus Sampson, Kirk Acevedo","Parapsychologist Dr. Elise Rainier faces her most fearsome and personal haunting yet, as she is drawn back to her ghostly childhood home, where the terror began."
10073,74,Mandy,2018,6.6,81.0,39259,1214525.0,"Action, Fantasy, Horror",121.0,Panos Cosmatos,"Nicolas Cage, Andrea Riseborough, Linus Roache, Ned Dennehy","The enchanted lives of a couple in a secluded forest are brutally shattered by a nightmarish hippie cult and their demon-biker henchmen, propelling a man into a spiraling, surreal rampage of vengeance."
10074,75,Sanju,2018,8.0,,38716,7909317.0,"Biography, Drama",155.0,Rajkumar Hirani,"Ranbir Kapoor, Paresh Rawal, Manisha Koirala, Vicky Kaushal","Sanju is a biopic of the controversial life of actor Sanjay Dutt: his film career, jail sentence and personal life."
10075,76,Hotel Transylvania 3: Summer Vacation,2018,6.3,54.0,38179,167510016.0,"Animation, Adventure, Comedy",97.0,Genndy Tartakovsky,"Adam Sandler, Andy Samberg, Selena Gomez, Kevin James","Count Dracula and company participate in a cruise for sea-loving monsters, unaware that their boat is being commandeered by the monster-hating Van Helsing family."
10076,77,Tully,2018,7.0,75.0,37676,9227130.0,"Comedy, Drama, Mystery",95.0,Jason Reitman,"Charlize Theron, Mackenzie Davis, Ron Livingston, Asher Miles Fallica",A struggling mother of three forms an unexpected bond with the night nanny hired to help with her newborn baby.
10077,78,The First Purge,2018,5.1,54.0,37081,69086325.0,"Action, Horror, Sci-Fi",98.0,Gerard McMurray,"Y'lan Noel, Lex Scott Davis, Joivan Wade, Steve Harris","America's third political party, the New Founding Fathers of America, comes to power and conducts an experiment: no laws for 12 hours on Staten Island. No one has to stay on the island, but $5,000 is given to anyone who does."
10078,79,Alpha,2018,6.7,63.0,36999,35851379.0,"Adventure, Drama, Family",96.0,Albert Hughes,"Kodi Smit-McPhee, Jóhannes Haukur Jóhannesson, Marcin Kowalczyk, Jens Hultén","In the prehistoric past, a young man struggles to return home after being separated from his tribe during a buffalo hunt. He finds a similarly lost wolf companion and starts a friendship that would change humanity."
10079,80,Eighth Grade,2018,7.5,90.0,36748,13539709.0,"Comedy, Drama",93.0,Bo Burnham,"Elsie Fisher, Josh Hamilton, Emily Robinson, Jake Ryan",An introverted teenage girl tries to survive the last week of her disastrous eighth grade year before leaving to start high school.
10080,81,Andhadhun,2018,8.6,,36625,1193046.0,"Crime, Thriller",139.0,Sriram Raghavan,"Ayushmann Khurrana, Tabu, Radhika Apte, Anil Dhawan",A series of mysterious events change the life of a blind pianist who now must report a crime that was actually never witnessed by him.
10081,82,Mary Poppins Returns,2018,7.1,66.0,36470,171477293.0,"Comedy, Family, Fantasy",130.0,Rob Marshall,"Emily Blunt, Lin-Manuel Miranda, Ben Whishaw, Emily Mortimer","Decades after her original visit, the magical nanny returns to help the Banks siblings and Michael's children through a difficult time in their lives."
10082,83,I Feel Pretty,2018,5.4,48.0,36196,48795601.0,"Comedy, Romance",110.0,"Abby Kohn, Marc Silverstein","Amy Schumer, Michelle Williams, Emily Ratajkowski, Tom Hopper","A woman struggling with insecurity wakes from a fall believing she is the most beautiful and capable woman on the planet. Her new confidence empowers her to live fearlessly, but what happens when she realizes her appearance never changed?"
10083,84,Sorry to Bother You,2018,7.0,80.0,35582,17493096.0,"Comedy, Fantasy, Sci-Fi",111.0,Boots Riley,"LaKeith Stanfield, Tessa Thompson, Jermaine Fowler, Omari Hardwick","In an alternate present-day version of Oakland, telemarketer Cassius Green discovers a magical key to professional success, propelling him into a universe of greed."
10084,85,Extinction,2018,5.8,40.0,35489,,"Action, Drama, Sci-Fi",95.0,Ben Young,"Michael Peña, Lizzy Caplan, Amelia Crouch, Erica Tremblay","A father has a recurring dream of losing his family. His nightmare turns into reality when the planet is invaded by a force bent on destruction. Fighting for their lives, he comes to realize an unknown strength to keep them safe from harm."
10085,86,How It Ends,2018,5.0,36.0,34598,,"Action, Adventure, Drama",113.0,David M. Rosenthal,"Theo James, Kat Graham, Nancy Sorel, Nicole Ari Parker",A desperate man tries to return home to his pregnant fiancée after a mysterious apocalyptic event turns everything to chaos.
10086,87,The Christmas Chronicles,2018,7.1,52.0,34435,,"Adventure, Comedy, Family",104.0,Clay Kaytis,"Kurt Russell, Darby Camp, Judah Lewis, Oliver Hudson","The story of sister and brother, Kate and Teddy Pierce, whose Christmas Eve plan to catch Santa Claus on camera turns into an unexpected journey that most kids could only dream about."
10087,88,A Wrinkle in Time,2018,4.2,53.0,33362,100478608.0,"Adventure, Family, Fantasy",109.0,Ava DuVernay,"Storm Reid, Oprah Winfrey, Reese Witherspoon, Mindy Kaling","After the disappearance of her scientist father, three peculiar beings send Meg, her brother, and her friend to space in order to find him."
10088,89,When We First Met,2018,6.4,36.0,33040,,"Comedy, Fantasy, Romance",97.0,Ari Sandel,"Adam Devine, Alexandra Daddario, Shelley Hennig, Andrew Bachelor",Noah meets Avery at a Halloween party and falls in love but gets friend-zoned. 3 years later she's engaged to someone else. Noah uses the photo booth time machine several times to return and fix things. Will it work or...?
10089,90,Robin Hood,2018,5.3,32.0,32456,30824628.0,"Action, Adventure, Thriller",116.0,Otto Bathurst,"Taron Egerton, Jamie Foxx, Ben Mendelsohn, Eve Hewson",A war-hardened Crusader and his Moorish commander mount an audacious revolt against the corrupt English crown.
10090,91,Peppermint,2018,6.5,29.0,31100,35418723.0,"Action, Crime, Drama",101.0,Pierre Morel,"Jennifer Garner, John Gallagher Jr., John Ortiz, Juan Pablo Raba","Five years after her husband and daughter are killed in a senseless act of violence, a woman comes back from self-imposed exile to seek revenge against those responsible and the system that let them go free."
10091,92,Adrift,2018,6.6,56.0,30998,31445012.0,"Action, Adventure, Biography",96.0,Baltasar Kormákur,"Shailene Woodley, Sam Claflin, Jeffrey Thomas, Elizabeth Hawthorne","A true story of survival, as a young couple's chance encounter leads them first to love, and then on the adventure of a lifetime as they face one of the most catastrophic hurricanes in recorded history."
10092,93,Truth or Dare,2018,5.1,35.0,30921,40717020.0,"Horror, Thriller",100.0,Jeff Wadlow,"Lucy Hale, Tyler Posey, Violett Beane, Hayden Szeto",A harmless game of Truth or Dare among friends turns deadly when someone -- or something -- begins to punish those who tell a lie or refuse the dare.
10093,94,Set It Up,2018,6.5,62.0,30039,,"Comedy, Romance",105.0,Claire Scanlon,"Zoey Deutch, Glen Powell, Lucy Liu, Taye Diggs",Two corporate executive assistants hatch a plan to match-make their two bosses.
10094,95,Unsane,2018,6.4,63.0,29680,7732899.0,"Drama, Horror, Mystery",98.0,Steven Soderbergh,"Claire Foy, Joshua Leonard, Jay Pharoah, Juno Temple","A young woman is involuntarily committed to a mental institution, where she is confronted by her greatest fear--but is it real or a product of her delusion?"
10095,96,Leave No Trace,2018,7.2,88.0,29595,6046104.0,Drama,109.0,Debra Granik,"Thomasin McKenzie, Ben Foster, Jeffery Rifflard, Derek John Drescher","A father and his thirteen year-old daughter are living an ideal existence in a vast urban park in Portland, Oregon, when a small mistake derails their lives forever."
10096,97,The House with a Clock in Its Walls,2018,6.1,57.0,29276,68549695.0,"Comedy, Family, Fantasy",105.0,Eli Roth,"Jack Black, Cate Blanchett, Owen Vaccaro, Kyle MacLachlan",A young orphan named Lewis Barnavelt aids his magical uncle in locating a clock with the power to bring about the end of the world.
10097,98,The House That Jack Built,2018,6.9,42.0,28489,87008.0,"Crime, Drama, Horror",152.0,Lars von Trier,"Matt Dillon, Bruno Ganz, Uma Thurman, Siobhan Fallon Hogan","The story follows Jack, a highly intelligent serial killer, over the course of twelve years, and depicts the murders that really develop his inner madman."
10098,99,Race 3,2018,2.1,,28374,1690861.0,"Action, Thriller",160.0,Remo D'Souza,"Anil Kapoor, Salman Khan, Bobby Deol, Jacqueline Fernandez",Relationships and loyalties of a criminal family planning its next big heist are tested when some shocking revelations strike them.
10099,100,Zimna wojna,2018,7.7,90.0,27971,4477063.0,"Drama, Music, Romance",89.0,Pawel Pawlikowski,"Joanna Kulig, Tomasz Kot, Borys Szyc, Agata Kulesza","In the 1950s, a music director falls in love with a singer and tries to persuade her to flee communist Poland for France."
10100,101,Suspiria,2018,6.9,64.0,27834,2474044.0,"Fantasy, Horror, Mystery",152.0,Luca Guadagnino,"Chloë Grace Moretz, Tilda Swinton, Doris Hick, Malgorzata Bela","A darkness swirls at the center of a world-renowned dance company, one that will engulf the artistic director, an ambitious young dancer, and a grieving psychotherapist. Some will succumb to the nightmare. Others will finally wake up."
10101,102,Hunter Killer,2018,6.6,43.0,27709,15767460.0,"Action, Thriller",122.0,Donovan Marsh,"Gerard Butler, Gary Oldman, Common, Linda Cardellini","An untested American submarine captain teams with U.S. Navy Seals to rescue the Russian president, who has been kidnapped by a rogue general."
10102,103,Instant Family,2018,7.4,57.0,27530,67363237.0,"Comedy, Drama",118.0,Sean Anders,"Mark Wahlberg, Rose Byrne, Isabela Moner, Gustavo Quiroz",A couple find themselves in over their heads when they foster three children.
10103,104,Anon,2018,6.1,54.0,27432,,"Sci-Fi, Thriller",100.0,Andrew Niccol,"Clive Owen, Afiya Bennett, Morgan Allen, Jeffrey Men","In a world without anonymity or crime, a detective meets a woman who threatens their security."
10104,105,Apostle,2018,6.3,62.0,26602,,"Drama, Fantasy, Horror",130.0,Gareth Evans,"Dan Stevens, Richard Elfyn, Paul Higgins, Bill Milner","In 1905, a drifter on a dangerous mission to rescue his kidnapped sister tangles with a sinister religious cult on an isolated island."
10105,106,Hotel Artemis,2018,6.1,58.0,26601,6708147.0,"Action, Crime, Drama",94.0,Drew Pearce,"Jodie Foster, Sofia Boutella, Dave Bautista, Sterling K. Brown","Set in riot-torn, near-future Los Angeles, 'Hotel Artemis' follows the Nurse, who runs a secret, members-only emergency room for criminals."
10106,107,American Animals,2018,7.0,68.0,26333,2856954.0,"Biography, Crime, Drama",116.0,Bart Layton,"Spencer Reinhard, Warren Lipka, Eric Borsuk, Chas Allen",Four young men mistake their lives for a movie and attempt one of the most audacious heists in U.S. history.
10107,108,Peter Rabbit,2018,6.6,51.0,26319,115253424.0,"Animation, Adventure, Comedy",95.0,Will Gluck,"James Corden, Fayssal Bazzi, Domhnall Gleeson, Sia",Feature adaptation of Beatrix Potter's classic tale of a rebellious rabbit trying to sneak into a farmer's vegetable garden.
10108,109,The Grinch,2018,6.3,51.0,25901,270599960.0,"Animation, Comedy, Family",86.0,"Yarrow Cheney, Scott Mosier","Benedict Cumberbatch, Cameron Seely, Rashida Jones, Pharrell Williams",A grumpy Grinch plots to ruin Christmas for the village of Whoville.
10109,110,Hold the Dark,2018,5.6,63.0,24941,,"Adventure, Drama, Horror",125.0,Jeremy Saulnier,"Jeffrey Wright, Alexander Skarsgård, James Badge Dale, Riley Keough","After the deaths of three children suspected to be killed by wolves, writer Russell Core is hired by the parents of a missing six-year-old boy to track down and locate their son in the Alaskan wilderness."
10110,111,Beautiful Boy,2018,7.3,62.0,24747,7649973.0,"Biography, Drama",120.0,Felix van Groeningen,"Steve Carell, Maura Tierney, Jack Dylan Grazer, Oakley Bull","Based on the best-selling pair of memoirs from father and son David and Nic Sheff, Beautiful Boy chronicles the heartbreaking and inspiring experience of survival, relapse, and recovery in a family coping with addiction over many years."
10111,112,Arif V 216,2018,7.5,,24672,,"Comedy, Sci-Fi",125.0,Kivanç Baruönü,"Cem Yilmaz, Ozan Güven, Özkan Ugur, Özge Özberk","After 8 years, Arif's old friend 216 from planet GORA pays a visit to Earth.Together they go on a quest where they'll be visiting 60's."
10112,113,Mute,2018,5.4,35.0,24328,,"Mystery, Sci-Fi, Thriller",126.0,Duncan Jones,"Alexander Skarsgård, Paul Rudd, Justin Theroux, Levi Eisenblätter",A mute bartender goes up against his city's gangsters in an effort to find out what happened to his missing partner.
10113,114,Sierra Burgess Is a Loser,2018,6.0,60.0,24054,,"Comedy, Drama, Romance",105.0,Ian Samuels,"Shannon Purser, Kristine Froseth, RJ Cyler, Noah Centineo",A case of mistaken identity results in unexpected romance when the most popular girl in high school and the biggest loser must come together to win over their crushes.
10114,115,The Open House,2018,3.3,,23940,,"Horror, Thriller",94.0,"Matt Angel, Suzanne Coote","Dylan Minnette, Piercey Dalton, Patricia Bethune, Sharif Atkins",A teenager and his mother find themselves besieged by threatening forces when they move into a new house.
10115,116,Les Frères Sisters,2018,7.0,78.0,23557,3143056.0,"Adventure, Comedy, Crime",122.0,Jacques Audiard,"John C. Reilly, Joaquin Phoenix, Jake Gyllenhaal, Riz Ahmed","In 1850s Oregon, a gold prospector is chased by the infamous duo of assassins, the Sisters brothers."
10116,117,Life of the Party,2018,5.5,46.0,23377,52856061.0,Comedy,105.0,Ben Falcone,"Melissa McCarthy, Matt Walsh, Molly Gordon, Ben Falcone","After her husband abruptly asks for a divorce, a middle-aged mother returns to college in order to complete her degree."
10117,118,The Titan,2018,4.8,33.0,22993,,"Drama, Mystery, Romance",97.0,Lennart Ruff,"Sam Worthington, Taylor Schilling, Tom Wilkinson, Agyness Deyn",A military family takes part in a ground-breaking experiment of genetic evolution and space exploration.
10118,119,Overboard,2018,5.9,42.0,22807,50316123.0,"Comedy, Romance",112.0,Rob Greenberg,"Eugenio Derbez, Anna Faris, Eva Longoria, John Hannah","After a spoiled, wealthy yacht owner is thrown overboard and loses his memory, a mistreated employee convinces him that he is her working-class husband."
10119,120,Winchester,2018,5.4,28.0,22695,25091816.0,"Biography, Drama, Fantasy",99.0,"Michael Spierig, Peter Spierig","Helen Mirren, Sarah Snook, Finn Scicluna-O'Prey, Jason Clarke","Ensconced in her sprawling California mansion, eccentric firearm heiress Sarah Winchester believes she is haunted by the souls of people killed by the Winchester repeating rifle."
10120,121,The Mule,2018,7.2,58.0,22523,103763023.0,"Crime, Drama, Thriller",116.0,Clint Eastwood,"Bradley Cooper, Manny Montana, Clint Eastwood, Taissa Farmiga",A 90-years-old horticulturist and Korean War veteran turns in a drug mail for a Mexican cartel.
10121,122,Nada a Perder,2018,6.6,,22499,1003497.0,"Biography, Drama",134.0,Alexandre Avancini,"Petrônio Gontijo, Day Mesquita, Beth Goulart, Dalton Vigh","Self-financed fictional biopic of Brazilian evangelical bishop Edir Macedo, founder of the Universal Church of the Kingdom of God and owner of Record TV network."
10122,123,Padmaavat,2018,7.0,63.0,22381,11846060.0,"Drama, History, Romance",164.0,Sanjay Leela Bhansali,"Deepika Padukone, Ranveer Singh, Shahid Kapoor, Aditi Rao Hydari","Set in medieval Rajasthan, Queen Padmavati is married to a noble king and they live in a prosperous fortress with their subjects until an ambitious Sultan hears of Padmavati's beauty and forms an obsessive love for the Queen of Mewar."
10123,124,The Girl in the Spider's Web,2018,6.1,43.0,22227,14841338.0,"Action, Crime, Drama",117.0,Fede Alvarez,"Claire Foy, Beau Gadsdon, Sverrir Gudnason, LaKeith Stanfield","Young computer hacker Lisbeth Salander and journalist Mikael Blomkvist find themselves caught in a web of spies, cybercriminals and corrupt government officials."
10124,125,Braven,2018,6.1,61.0,21900,,"Action, Drama",94.0,Lin Oeding,"Jason Momoa, Garret Dillahunt, Jill Wagner, Stephen Lang",A logger defends his family from a group of dangerous drug runners.
10125,126,Manbiki kazoku,2018,8.1,93.0,21696,3232809.0,"Crime, Drama",121.0,Hirokazu Koreeda,"Lily Franky, Sakura Andô, Kirin Kiki, Mayu Matsuoka",A family of small-time crooks take in a child they find outside in the cold.
10126,127,Can You Ever Forgive Me?,2018,7.2,87.0,21693,8799420.0,"Biography, Comedy, Crime",106.0,Marielle Heller,"Melissa McCarthy, Richard E. Grant, Dolly Wells, Ben Falcone","When Lee Israel falls out of step with current tastes, she turns her art form to deception."
10127,128,K.G.F: Chapter 1,2018,8.5,,20984,,"Action, Drama",156.0,Prashanth Neel,"Yash, Srinidhi Shetty, Ramachandra Raju, Archana Jois","Set in the 1970s, it's the story of a fierce rebel who rises against the brutal oppression and becomes the symbol of hope to legions of downtrodden people."
10128,129,The Old Man & the Gun,2018,6.8,80.0,20927,11277120.0,"Biography, Comedy, Crime",93.0,David Lowery,"Robert Redford, Casey Affleck, Sissy Spacek, Danny Glover",Based on the true story of Forrest Tucker and his audacious escape from San Quentin at the age of 70 to an unprecedented string of heists that confounded authorities and enchanted the public.
10129,130,"Game Over, Man!",2018,5.4,32.0,20601,,"Action, Comedy",101.0,Kyle Newacheck,"Adam Devine, Anders Holm, Blake Anderson, Chloe Bridges",Three friends are on the verge of getting their video game financed when their benefactor is taken hostage by terrorists.
10130,131,The 15:17 to Paris,2018,5.2,45.0,20561,36250957.0,"Biography, Drama",94.0,Clint Eastwood,"Alek Skarlatos, Anthony Sadler, Spencer Stone, Ray Corasani",Americans discover a terrorist plot on a Paris-bound train.
10131,132,The Strangers: Prey at Night,2018,5.2,48.0,20490,24431472.0,Horror,85.0,Johannes Roberts,"Christina Hendricks, Martin Henderson, Bailee Madison, Lewis Pullman",A family of four staying at a secluded mobile home park for the night are stalked and then hunted by three masked psychopaths.
10132,133,The Guernsey Literary and Potato Peel Pie Society,2018,7.4,65.0,20340,,"Drama, History, Romance",124.0,Mike Newell,"Jessica Brown Findlay, Tom Courtenay, Michiel Huisman, Katherine Parkinson","In the aftermath of World War II, a writer forms an unexpected bond with the residents of Guernsey Island when she decides to write a book about their experiences during the war."
10133,134,Smallfoot,2018,6.7,60.0,20262,83240103.0,"Animation, Adventure, Comedy",96.0,"Karey Kirkpatrick, Jason Reisig","Channing Tatum, James Corden, Zendaya, Common","A Yeti is convinced that the elusive creatures known as ""humans"" really do exist."
10134,135,Gringo,2018,6.1,46.0,20083,4969853.0,"Action, Comedy, Crime",111.0,Nash Edgerton,"Joel Edgerton, Charlize Theron, David Oyelowo, Thandie Newton","GRINGO, a dark comedy mixed with white-knuckle action and dramatic intrigue, explores the battle of survival for businessman Harold Soyinka (David Oyelowo) when he finds himself crossing the line from law-abiding citizen to wanted criminal."
10135,136,Den skyldige,2018,7.6,83.0,20050,207140.0,"Crime, Drama, Thriller",85.0,Gustav Möller,"Jakob Cedergren, Jessica Dinnage, Omar Shargawi, Johan Olsen",A police officer assigned alarm dispatch duty enters a race against time when he answers an emergency call from a kidnapped woman.
10136,137,Night School,2018,5.6,43.0,19625,77339130.0,Comedy,111.0,Malcolm D. Lee,"Kevin Hart, Tiffany Haddish, Rob Riggle, Romany Malco",A group of high school dropouts are forced to attend night school in hope that they'll pass the GED exam to finish high school.
10137,138,Summer of 84,2018,6.7,57.0,19133,,"Drama, Horror, Mystery",105.0,"François Simard, Anouk Whissell, Yoann-Karl Whissell","Graham Verchere, Judah Lewis, Caleb Emery, Cory Gruter-Andrew","After suspecting that their police officer neighbor is a serial killer, a group of teenage friends spend their summer spying on him and gathering evidence, but as they get closer to discovering the truth, things get dangerous."
10138,139,Tau,2018,5.8,43.0,19035,,"Sci-Fi, Thriller",97.0,Federico D'Alessandro,"Maika Monroe, Ed Skrein, Gary Oldman, Fiston Barek","A woman is held captive by a scientist in a futuristic smart house, and hopes to escape by reasoning with the Artificial Intelligence that controls the house."
10139,140,Escape Plan 2: Hades,2018,3.8,,18815,,"Action, Crime, Mystery",96.0,Steven C. Miller,"Sylvester Stallone, Dave Bautista, Xiaoming Huang, Jesse Metcalfe","Years after he fought his way out of an inescapable prison, Ray Breslin has organized a new top-notch security force. But when one of his team members goes missing, Breslin must return to the hell he once escaped from."
10140,141,The Darkest Minds,2018,5.7,39.0,18806,12695691.0,"Action, Adventure, Drama",104.0,Jennifer Yuh Nelson,"Amandla Stenberg, Mandy Moore, Bradley Whitford, Harris Dickinson","Imprisoned by an adult world that now fears everyone under 18, a group of teens form a resistance group to fight back and reclaim control of their future."
10141,142,Operation Finale,2018,6.5,58.0,18760,17612099.0,"Biography, Drama, History",122.0,Chris Weitz,"Oscar Isaac, Ben Kingsley, Mélanie Laurent, Lior Raz",A team of secret agents set out to track down the Nazi officer who masterminded the Holocaust.
10142,143,Zero,2018,5.8,,18650,,"Comedy, Drama, Romance",164.0,Aanand L. Rai,"Shah Rukh Khan, Anushka Sharma, Katrina Kaif, Mohammed Zeeshan Ayyub","The story revolves around Bauua Singh (Shah Rukh Khan), a vertically challenged man, who is full of charm and wit, with a pinch of arrogance. Born to a wealthy family and raised in an environment of affluence, he is challenged to broaden his horizon and find purpose in life."
10143,144,Super Troopers 2,2018,6.1,41.0,18582,30617396.0,"Comedy, Crime, Mystery",99.0,Jay Chandrasekhar,"Jay Chandrasekhar, Kevin Heffernan, Steve Lemme, Paul Soter","When a border dispute arises between the U.S. and Canada, the Super Troopers are tasked with establishing a Highway Patrol station in the disputed area."
10144,145,22 July,2018,6.7,69.0,17930,,"Crime, Drama, History",143.0,Paul Greengrass,"Anders Danielsen Lie, Jonas Strand Gravli, Jon Øigarden, Maria Bock","A three-part story of Norway's worst terrorist attack in which over seventy people were killed. 22 July looks at the disaster itself, the survivors, Norway's political system and the lawyers who worked on this horrific case."
10145,146,Stree,2018,7.8,,17661,,"Comedy, Horror",128.0,Amar Kaushik,"Rajkummar Rao, Shraddha Kapoor, Pankaj Tripathi, Aparshakti Khurana","In the small town of Chanderi, the menfolk live in fear of an evil spirit named ""Stree"" who abducts men in the night. Based on the urban legend of ""Nale Ba"" that went viral in Karnataka in the 1990s."
10146,147,Mary Queen of Scots,2018,6.3,60.0,17146,16468499.0,"Biography, Drama, History",124.0,Josie Rourke,"Saoirse Ronan, Margot Robbie, Jack Lowden, Joe Alwyn","Mary Stuart's attempt to overthrow her cousin Elizabeth I, Queen of England, finds her condemned to years of imprisonment before facing execution."
10147,148,Slender Man,2018,3.2,30.0,17115,30569484.0,"Horror, Mystery, Thriller",93.0,Sylvain White,"Joey King, Julia Goldani Telles, Jaz Sinclair, Annalise Basso","In a small town in Massachusetts, a group of friends, fascinated by the internet lore of the Slender Man, attempt to prove that he doesn't actually exist - until one of them mysteriously goes missing."
10148,149,Climax,2018,7.3,70.0,16832,280493.0,"Drama, Horror, Music",97.0,Gaspar Noé,"Sofia Boutella, Romain Guillermic, Souheila Yacoub, Kiddy Smile","French dancers gather in a remote, empty school building to rehearse on a wintry night. The all-night celebration morphs into a hallucinatory nightmare when they learn their sangria is laced with LSD."
10149,150,Book Club,2018,6.1,53.0,16716,68566296.0,"Comedy, Drama, Romance",104.0,Bill Holderman,"Diane Keaton, Jane Fonda, Candice Bergen, Mary Steenburgen",Four lifelong friends have their lives forever changed after reading 50 Shades of Grey in their monthly book club.
10150,151,If Beale Street Could Talk,2018,7.4,87.0,16693,14769031.0,"Crime, Drama, Romance",119.0,Barry Jenkins,"KiKi Layne, Stephan James, Regina King, Colman Domingo",A woman in Harlem embraces her pregnancy while she and her family struggle to prove her fiancé innocent of a crime.
10151,152,Raazi,2018,7.8,,16690,,"Action, Drama, Thriller",138.0,Meghna Gulzar,"Alia Bhatt, Vicky Kaushal, Rajit Kapoor, Shishir Sharma",A Kashmiri woman agrees to marry a Pakistani army officer in order to spy on Pakistan during the Indo-Pakistan War of 1971.
